dataset,machine_id,recording_id,base_recording_id,sensor_type,sensor_types_present,speed,speed_rpm,load,pressure_bar,flow_m3h,operating_condition_id,fault_family,severity,health_label,original_label,damage_source,run_id,source_path,source_files,n_source_files,mat_top_level_key,mat_signal_keys,mat_channel_names,is_readable,exclude_from_training,notes
nln_emp,Motor-2,nln_emp_motor_2_100_loose_foot_pump_current,nln_emp_motor_2_100_loose_foot_pump,current,current,100,1110,unknown,0.7,105,motor_2_speed_100,looseness_soft_foot,unknown,fault,loose foot pump,experimental,unknown,data/raw/nln_emp/Dataset/Electric/Motor-2/100/loose foot pump/Electric_Motor-2_100_time-loose foot pump-ch1.csv|data/raw/nln_emp/Dataset/Electric/Motor-2/100/loose foot pump/Electric_Motor-2_100_time-loose foot pump-ch2.csv|data/raw/nln_emp/Dataset/Electric/Motor-2/100/loose foot pump/Electric_Motor-2_100_time-loose foot pump-ch3.csv|data/raw/nln_emp/Dataset/Electric/Motor-2/100/loose foot pump/Electric_Motor-2_100_time-loose foot pump-ch4.csv|data/raw/nln_emp/Dataset/Electric/Motor-2/100/loose foot pump/Electric_Motor-2_100_time-loose foot pump-ch5.csv|data/raw/nln_emp/Dataset/Electric/Motor-2/100/loose foot pump/Electric_Motor-2_100_time-loose foot pump-ch6.csv,Electric_Motor-2_100_time-loose foot pump-ch1.csv|Electric_Motor-2_100_time-loose foot pump-ch2.csv|Electric_Motor-2_100_time-loose foot pump-ch3.csv|Electric_Motor-2_100_time-loose foot pump-ch4.csv|Electric_Motor-2_100_time-loose foot pump-ch5.csv|Electric_Motor-2_100_time-loose foot pump-ch6.csv,6,,,,True,False,channel_1;nln_overview_verified=True|channel_2;nln_overview_verified=True|channel_3;nln_overview_verified=True|channel_4;nln_overview_verified=True|channel_5;nln_overview_verified=True|channel_6;nln_overview_verified=True
nln_emp,Motor-2,nln_emp_motor_2_100_loose_foot_pump_vibration,nln_emp_motor_2_100_loose_foot_pump,vibration,vibration,100,1110,unknown,0.7,105,motor_2_speed_100,looseness_soft_foot,unknown,fault,loose foot pump,experimental,unknown,data/raw/nln_emp/Dataset/Vibration/Motor-2/100/loose foot pump/Vibration_Motor-2_100_time-loose foot pump-ch1.csv|data/raw/nln_emp/Dataset/Vibration/Motor-2/100/loose foot pump/Vibration_Motor-2_100_time-loose foot pump-ch2.csv|data/raw/nln_emp/Dataset/Vibration/Motor-2/100/loose foot pump/Vibration_Motor-2_100_time-loose foot pump-ch3.csv|data/raw/nln_emp/Dataset/Vibration/Motor-2/100/loose foot pump/Vibration_Motor-2_100_time-loose foot pump-ch4.csv|data/raw/nln_emp/Dataset/Vibration/Motor-2/100/loose foot pump/Vibration_Motor-2_100_time-loose foot pump-ch5.csv,Vibration_Motor-2_100_time-loose foot pump-ch1.csv|Vibration_Motor-2_100_time-loose foot pump-ch2.csv|Vibration_Motor-2_100_time-loose foot pump-ch3.csv|Vibration_Motor-2_100_time-loose foot pump-ch4.csv|Vibration_Motor-2_100_time-loose foot pump-ch5.csv,5,,,,True,False,channel_1;nln_overview_verified=True|channel_2;nln_overview_verified=True|channel_3;nln_overview_verified=True|channel_4;nln_overview_verified=True|channel_5;nln_overview_verified=True
nln_emp,Motor-2,nln_emp_motor_2_100_new_motor_current,nln_emp_motor_2_100_new_motor,current,current,100,1110,unknown,0.7,105,motor_2_speed_100,healthy,0,healthy,new motor,experimental,unknown,data/raw/nln_emp/Dataset/Electric/Motor-2/100/new motor/Electric_Motor-2_100_time-new motor-ch1.csv|data/raw/nln_emp/Dataset/Electric/Motor-2/100/new motor/Electric_Motor-2_100_time-new motor-ch2.csv|data/raw/nln_emp/Dataset/Electric/Motor-2/100/new motor/Electric_Motor-2_100_time-new motor-ch3.csv|data/raw/nln_emp/Dataset/Electric/Motor-2/100/new motor/Electric_Motor-2_100_time-new motor-ch4.csv|data/raw/nln_emp/Dataset/Electric/Motor-2/100/new motor/Electric_Motor-2_100_time-new motor-ch5.csv|data/raw/nln_emp/Dataset/Electric/Motor-2/100/new motor/Electric_Motor-2_100_time-new motor-ch6.csv,Electric_Motor-2_100_time-new motor-ch1.csv|Electric_Motor-2_100_time-new motor-ch2.csv|Electric_Motor-2_100_time-new motor-ch3.csv|Electric_Motor-2_100_time-new motor-ch4.csv|Electric_Motor-2_100_time-new motor-ch5.csv|Electric_Motor-2_100_time-new motor-ch6.csv,6,,,,True,False,channel_1;nln_overview_verified=True|channel_2;nln_overview_verified=True|channel_3;nln_overview_verified=True|channel_4;nln_overview_verified=True|channel_5;nln_overview_verified=True|channel_6;nln_overview_verified=True
nln_emp,Motor-2,nln_emp_motor_2_100_new_motor_vibration,nln_emp_motor_2_100_new_motor,vibration,vibration,100,1110,unknown,0.7,105,motor_2_speed_100,healthy,0,healthy,new motor,experimental,unknown,data/raw/nln_emp/Dataset/Vibration/Motor-2/100/new motor/Vibration_Motor-2_100_time-new motor-ch1.csv|data/raw/nln_emp/Dataset/Vibration/Motor-2/100/new motor/Vibration_Motor-2_100_time-new motor-ch2.csv|data/raw/nln_emp/Dataset/Vibration/Motor-2/100/new motor/Vibration_Motor-2_100_time-new motor-ch3.csv|data/raw/nln_emp/Dataset/Vibration/Motor-2/100/new motor/Vibration_Motor-2_100_time-new motor-ch4.csv|data/raw/nln_emp/Dataset/Vibration/Motor-2/100/new motor/Vibration_Motor-2_100_time-new motor-ch5.csv,Vibration_Motor-2_100_time-new motor-ch1.csv|Vibration_Motor-2_100_time-new motor-ch2.csv|Vibration_Motor-2_100_time-new motor-ch3.csv|Vibration_Motor-2_100_time-new motor-ch4.csv|Vibration_Motor-2_100_time-new motor-ch5.csv,5,,,,True,False,channel_1;nln_overview_verified=True|channel_2;nln_overview_verified=True|channel_3;nln_overview_verified=True|channel_4;nln_overview_verified=True|channel_5;nln_overview_verified=True
nln_emp,Motor-2,nln_emp_motor_2_100_soft_foot_1_current,nln_emp_motor_2_100_soft_foot_1,current,current,100,1480,unknown,1.4,140,motor_2_speed_100,looseness_soft_foot,2,fault,soft foot 1,experimental,unknown,data/raw/nln_emp/Dataset/Electric/Motor-2/100/soft foot 1/Electric_Motor-2_100_time-soft foot 1-ch1.csv|data/raw/nln_emp/Dataset/Electric/Motor-2/100/soft foot 1/Electric_Motor-2_100_time-soft foot 1-ch2.csv|data/raw/nln_emp/Dataset/Electric/Motor-2/100/soft foot 1/Electric_Motor-2_100_time-soft foot 1-ch3.csv|data/raw/nln_emp/Dataset/Electric/Motor-2/100/soft foot 1/Electric_Motor-2_100_time-soft foot 1-ch4.csv|data/raw/nln_emp/Dataset/Electric/Motor-2/100/soft foot 1/Electric_Motor-2_100_time-soft foot 1-ch5.csv|data/raw/nln_emp/Dataset/Electric/Motor-2/100/soft foot 1/Electric_Motor-2_100_time-soft foot 1-ch6.csv,Electric_Motor-2_100_time-soft foot 1-ch1.csv|Electric_Motor-2_100_time-soft foot 1-ch2.csv|Electric_Motor-2_100_time-soft foot 1-ch3.csv|Electric_Motor-2_100_time-soft foot 1-ch4.csv|Electric_Motor-2_100_time-soft foot 1-ch5.csv|Electric_Motor-2_100_time-soft foot 1-ch6.csv,6,,,,True,False,channel_1;nln_overview_verified=True|channel_2;nln_overview_verified=True|channel_3;nln_overview_verified=True|channel_4;nln_overview_verified=True|channel_5;nln_overview_verified=True|channel_6;nln_overview_verified=True
nln_emp,Motor-2,nln_emp_motor_2_100_soft_foot_1_vibration,nln_emp_motor_2_100_soft_foot_1,vibration,vibration,100,1480,unknown,1.4,140,motor_2_speed_100,looseness_soft_foot,2,fault,soft foot 1,experimental,unknown,data/raw/nln_emp/Dataset/Vibration/Motor-2/100/soft foot 1/Vibration_Motor-2_100_time-soft foot 1-ch1.csv|data/raw/nln_emp/Dataset/Vibration/Motor-2/100/soft foot 1/Vibration_Motor-2_100_time-soft foot 1-ch2.csv|data/raw/nln_emp/Dataset/Vibration/Motor-2/100/soft foot 1/Vibration_Motor-2_100_time-soft foot 1-ch3.csv|data/raw/nln_emp/Dataset/Vibration/Motor-2/100/soft foot 1/Vibration_Motor-2_100_time-soft foot 1-ch4.csv|data/raw/nln_emp/Dataset/Vibration/Motor-2/100/soft foot 1/Vibration_Motor-2_100_time-soft foot 1-ch5.csv,Vibration_Motor-2_100_time-soft foot 1-ch1.csv|Vibration_Motor-2_100_time-soft foot 1-ch2.csv|Vibration_Motor-2_100_time-soft foot 1-ch3.csv|Vibration_Motor-2_100_time-soft foot 1-ch4.csv|Vibration_Motor-2_100_time-soft foot 1-ch5.csv,5,,,,True,False,channel_1;nln_overview_verified=True|channel_2;nln_overview_verified=True|channel_3;nln_overview_verified=True|channel_4;nln_overview_verified=True|channel_5;nln_overview_verified=True
nln_emp,Motor-2,nln_emp_motor_2_100_soft_foot_2_current,nln_emp_motor_2_100_soft_foot_2,current,current,100,1480,unknown,1.4,140,motor_2_speed_100,looseness_soft_foot,2,fault,soft foot 2,experimental,unknown,data/raw/nln_emp/Dataset/Electric/Motor-2/100/soft foot 2/Electric_Motor-2_100_time-soft foot 2-ch1.csv|data/raw/nln_emp/Dataset/Electric/Motor-2/100/soft foot 2/Electric_Motor-2_100_time-soft foot 2-ch2.csv|data/raw/nln_emp/Dataset/Electric/Motor-2/100/soft foot 2/Electric_Motor-2_100_time-soft foot 2-ch3.csv|data/raw/nln_emp/Dataset/Electric/Motor-2/100/soft foot 2/Electric_Motor-2_100_time-soft foot 2-ch4.csv|data/raw/nln_emp/Dataset/Electric/Motor-2/100/soft foot 2/Electric_Motor-2_100_time-soft foot 2-ch5.csv|data/raw/nln_emp/Dataset/Electric/Motor-2/100/soft foot 2/Electric_Motor-2_100_time-soft foot 2-ch6.csv,Electric_Motor-2_100_time-soft foot 2-ch1.csv|Electric_Motor-2_100_time-soft foot 2-ch2.csv|Electric_Motor-2_100_time-soft foot 2-ch3.csv|Electric_Motor-2_100_time-soft foot 2-ch4.csv|Electric_Motor-2_100_time-soft foot 2-ch5.csv|Electric_Motor-2_100_time-soft foot 2-ch6.csv,6,,,,True,False,channel_1;nln_overview_verified=True|channel_2;nln_overview_verified=True|channel_3;nln_overview_verified=True|channel_4;nln_overview_verified=True|channel_5;nln_overview_verified=True|channel_6;nln_overview_verified=True
nln_emp,Motor-2,nln_emp_motor_2_100_soft_foot_2_vibration,nln_emp_motor_2_100_soft_foot_2,vibration,vibration,100,1480,unknown,1.4,140,motor_2_speed_100,looseness_soft_foot,2,fault,soft foot 2,experimental,unknown,data/raw/nln_emp/Dataset/Vibration/Motor-2/100/soft foot 2/Vibration_Motor-2_100_time-soft foot 2-ch1.csv|data/raw/nln_emp/Dataset/Vibration/Motor-2/100/soft foot 2/Vibration_Motor-2_100_time-soft foot 2-ch2.csv|data/raw/nln_emp/Dataset/Vibration/Motor-2/100/soft foot 2/Vibration_Motor-2_100_time-soft foot 2-ch3.csv|data/raw/nln_emp/Dataset/Vibration/Motor-2/100/soft foot 2/Vibration_Motor-2_100_time-soft foot 2-ch4.csv|data/raw/nln_emp/Dataset/Vibration/Motor-2/100/soft foot 2/Vibration_Motor-2_100_time-soft foot 2-ch5.csv,Vibration_Motor-2_100_time-soft foot 2-ch1.csv|Vibration_Motor-2_100_time-soft foot 2-ch2.csv|Vibration_Motor-2_100_time-soft foot 2-ch3.csv|Vibration_Motor-2_100_time-soft foot 2-ch4.csv|Vibration_Motor-2_100_time-soft foot 2-ch5.csv,5,,,,True,False,channel_1;nln_overview_verified=True|channel_2;nln_overview_verified=True|channel_3;nln_overview_verified=True|channel_4;nln_overview_verified=True|channel_5;nln_overview_verified=True
nln_emp,Motor-2,nln_emp_motor_2_100_stator_short_1_current,nln_emp_motor_2_100_stator_short_1,current,current,100,740,unknown,0.1,70,motor_2_speed_100,stator_winding_fault,1,fault,stator short 1,experimental,unknown,data/raw/nln_emp/Dataset/Electric/Motor-2/100/stator short 1/Electric_Motor-2_100_time-stator short 1-ch1.csv|data/raw/nln_emp/Dataset/Electric/Motor-2/100/stator short 1/Electric_Motor-2_100_time-stator short 1-ch2.csv|data/raw/nln_emp/Dataset/Electric/Motor-2/100/stator short 1/Electric_Motor-2_100_time-stator short 1-ch3.csv|data/raw/nln_emp/Dataset/Electric/Motor-2/100/stator short 1/Electric_Motor-2_100_time-stator short 1-ch4.csv|data/raw/nln_emp/Dataset/Electric/Motor-2/100/stator short 1/Electric_Motor-2_100_time-stator short 1-ch5.csv|data/raw/nln_emp/Dataset/Electric/Motor-2/100/stator short 1/Electric_Motor-2_100_time-stator short 1-ch6.csv,Electric_Motor-2_100_time-stator short 1-ch1.csv|Electric_Motor-2_100_time-stator short 1-ch2.csv|Electric_Motor-2_100_time-stator short 1-ch3.csv|Electric_Motor-2_100_time-stator short 1-ch4.csv|Electric_Motor-2_100_time-stator short 1-ch5.csv|Electric_Motor-2_100_time-stator short 1-ch6.csv,6,,,,True,False,channel_1;nln_overview_verified=True|channel_2;nln_overview_verified=True|channel_3;nln_overview_verified=True|channel_4;nln_overview_verified=True|channel_5;nln_overview_verified=True|channel_6;nln_overview_verified=True
nln_emp,Motor-2,nln_emp_motor_2_100_stator_short_1_vibration,nln_emp_motor_2_100_stator_short_1,vibration,vibration,100,740,unknown,0.1,70,motor_2_speed_100,stator_winding_fault,1,fault,stator short 1,experimental,unknown,data/raw/nln_emp/Dataset/Vibration/Motor-2/100/stator short 1/Vibration_Motor-2_100_time-stator short 1-ch1.csv|data/raw/nln_emp/Dataset/Vibration/Motor-2/100/stator short 1/Vibration_Motor-2_100_time-stator short 1-ch2.csv|data/raw/nln_emp/Dataset/Vibration/Motor-2/100/stator short 1/Vibration_Motor-2_100_time-stator short 1-ch3.csv|data/raw/nln_emp/Dataset/Vibration/Motor-2/100/stator short 1/Vibration_Motor-2_100_time-stator short 1-ch4.csv|data/raw/nln_emp/Dataset/Vibration/Motor-2/100/stator short 1/Vibration_Motor-2_100_time-stator short 1-ch5.csv,Vibration_Motor-2_100_time-stator short 1-ch1.csv|Vibration_Motor-2_100_time-stator short 1-ch2.csv|Vibration_Motor-2_100_time-stator short 1-ch3.csv|Vibration_Motor-2_100_time-stator short 1-ch4.csv|Vibration_Motor-2_100_time-stator short 1-ch5.csv,5,,,,True,False,channel_1;nln_overview_verified=True|channel_2;nln_overview_verified=True|channel_3;nln_overview_verified=True|channel_4;nln_overview_verified=True|channel_5;nln_overview_verified=True
nln_emp,Motor-2,nln_emp_motor_2_100_stator_short_2_vibration,nln_emp_motor_2_100_stator_short_2,vibration,vibration,100,740,unknown,0.1,70,motor_2_speed_100,stator_winding_fault,1,fault,stator short 2,experimental,unknown,data/raw/nln_emp/Dataset/Vibration/Motor-2/100/stator short 2/Vibration_Motor-2_100_time-stator short 2-ch1.csv|data/raw/nln_emp/Dataset/Vibration/Motor-2/100/stator short 2/Vibration_Motor-2_100_time-stator short 2-ch2.csv|data/raw/nln_emp/Dataset/Vibration/Motor-2/100/stator short 2/Vibration_Motor-2_100_time-stator short 2-ch3.csv|data/raw/nln_emp/Dataset/Vibration/Motor-2/100/stator short 2/Vibration_Motor-2_100_time-stator short 2-ch4.csv|data/raw/nln_emp/Dataset/Vibration/Motor-2/100/stator short 2/Vibration_Motor-2_100_time-stator short 2-ch5.csv,Vibration_Motor-2_100_time-stator short 2-ch1.csv|Vibration_Motor-2_100_time-stator short 2-ch2.csv|Vibration_Motor-2_100_time-stator short 2-ch3.csv|Vibration_Motor-2_100_time-stator short 2-ch4.csv|Vibration_Motor-2_100_time-stator short 2-ch5.csv,5,,,,True,False,channel_1;nln_overview_verified=True|channel_2;nln_overview_verified=True|channel_3;nln_overview_verified=True|channel_4;nln_overview_verified=True|channel_5;nln_overview_verified=True
nln_emp,Motor-2,nln_emp_motor_2_50_bearing_bpfi_1_current,nln_emp_motor_2_50_bearing_bpfi_1,current,current,50,1480,unknown,1.4,140,motor_2_speed_50,bearing_inner_race,2,fault,bearing bpfi 1,experimental,unknown,data/raw/nln_emp/Dataset/Electric/Motor-2/50/bearing bpfi 1/Electric_Motor-2_50_time-bearing bpfi 1-ch1.csv|data/raw/nln_emp/Dataset/Electric/Motor-2/50/bearing bpfi 1/Electric_Motor-2_50_time-bearing bpfi 1-ch2.csv|data/raw/nln_emp/Dataset/Electric/Motor-2/50/bearing bpfi 1/Electric_Motor-2_50_time-bearing bpfi 1-ch3.csv|data/raw/nln_emp/Dataset/Electric/Motor-2/50/bearing bpfi 1/Electric_Motor-2_50_time-bearing bpfi 1-ch4.csv|data/raw/nln_emp/Dataset/Electric/Motor-2/50/bearing bpfi 1/Electric_Motor-2_50_time-bearing bpfi 1-ch5.csv|data/raw/nln_emp/Dataset/Electric/Motor-2/50/bearing bpfi 1/Electric_Motor-2_50_time-bearing bpfi 1-ch6.csv,Electric_Motor-2_50_time-bearing bpfi 1-ch1.csv|Electric_Motor-2_50_time-bearing bpfi 1-ch2.csv|Electric_Motor-2_50_time-bearing bpfi 1-ch3.csv|Electric_Motor-2_50_time-bearing bpfi 1-ch4.csv|Electric_Motor-2_50_time-bearing bpfi 1-ch5.csv|Electric_Motor-2_50_time-bearing bpfi 1-ch6.csv,6,,,,True,False,channel_1;nln_overview_verified=True|channel_2;nln_overview_verified=True|channel_3;nln_overview_verified=True|channel_4;nln_overview_verified=True|channel_5;nln_overview_verified=True|channel_6;nln_overview_verified=True
nln_emp,Motor-2,nln_emp_motor_2_50_bearing_bpfi_1_vibration,nln_emp_motor_2_50_bearing_bpfi_1,vibration,vibration,50,1480,unknown,1.4,140,motor_2_speed_50,bearing_inner_race,2,fault,bearing bpfi 1,experimental,unknown,data/raw/nln_emp/Dataset/Vibration/Motor-2/50/bearing bpfi 1/Vibration_Motor-2_50_time-bearing bpfi 1-ch1.csv|data/raw/nln_emp/Dataset/Vibration/Motor-2/50/bearing bpfi 1/Vibration_Motor-2_50_time-bearing bpfi 1-ch2.csv|data/raw/nln_emp/Dataset/Vibration/Motor-2/50/bearing bpfi 1/Vibration_Motor-2_50_time-bearing bpfi 1-ch3.csv|data/raw/nln_emp/Dataset/Vibration/Motor-2/50/bearing bpfi 1/Vibration_Motor-2_50_time-bearing bpfi 1-ch4.csv|data/raw/nln_emp/Dataset/Vibration/Motor-2/50/bearing bpfi 1/Vibration_Motor-2_50_time-bearing bpfi 1-ch5.csv,Vibration_Motor-2_50_time-bearing bpfi 1-ch1.csv|Vibration_Motor-2_50_time-bearing bpfi 1-ch2.csv|Vibration_Motor-2_50_time-bearing bpfi 1-ch3.csv|Vibration_Motor-2_50_time-bearing bpfi 1-ch4.csv|Vibration_Motor-2_50_time-bearing bpfi 1-ch5.csv,5,,,,True,False,channel_1;nln_overview_verified=True|channel_2;nln_overview_verified=True|channel_3;nln_overview_verified=True|channel_4;nln_overview_verified=True|channel_5;nln_overview_verified=True
nln_emp,Motor-2,nln_emp_motor_2_50_bearing_bpfi_2_current,nln_emp_motor_2_50_bearing_bpfi_2,current,current,50,1480,unknown,1.4,140,motor_2_speed_50,bearing_inner_race,2,fault,bearing bpfi 2,experimental,unknown,data/raw/nln_emp/Dataset/Electric/Motor-2/50/bearing bpfi 2/Electric_Motor-2_50_time-bearing bpfi 2-ch1.csv|data/raw/nln_emp/Dataset/Electric/Motor-2/50/bearing bpfi 2/Electric_Motor-2_50_time-bearing bpfi 2-ch2.csv|data/raw/nln_emp/Dataset/Electric/Motor-2/50/bearing bpfi 2/Electric_Motor-2_50_time-bearing bpfi 2-ch3.csv|data/raw/nln_emp/Dataset/Electric/Motor-2/50/bearing bpfi 2/Electric_Motor-2_50_time-bearing bpfi 2-ch4.csv|data/raw/nln_emp/Dataset/Electric/Motor-2/50/bearing bpfi 2/Electric_Motor-2_50_time-bearing bpfi 2-ch5.csv|data/raw/nln_emp/Dataset/Electric/Motor-2/50/bearing bpfi 2/Electric_Motor-2_50_time-bearing bpfi 2-ch6.csv,Electric_Motor-2_50_time-bearing bpfi 2-ch1.csv|Electric_Motor-2_50_time-bearing bpfi 2-ch2.csv|Electric_Motor-2_50_time-bearing bpfi 2-ch3.csv|Electric_Motor-2_50_time-bearing bpfi 2-ch4.csv|Electric_Motor-2_50_time-bearing bpfi 2-ch5.csv|Electric_Motor-2_50_time-bearing bpfi 2-ch6.csv,6,,,,True,False,channel_1;nln_overview_verified=True|channel_2;nln_overview_verified=True|channel_3;nln_overview_verified=True|channel_4;nln_overview_verified=True|channel_5;nln_overview_verified=True|channel_6;nln_overview_verified=True
nln_emp,Motor-2,nln_emp_motor_2_50_bearing_bpfi_2_vibration,nln_emp_motor_2_50_bearing_bpfi_2,vibration,vibration,50,1480,unknown,1.4,140,motor_2_speed_50,bearing_inner_race,2,fault,bearing bpfi 2,experimental,unknown,data/raw/nln_emp/Dataset/Vibration/Motor-2/50/bearing bpfi 2/Vibration_Motor-2_50_time-bearing bpfi 2-ch1.csv|data/raw/nln_emp/Dataset/Vibration/Motor-2/50/bearing bpfi 2/Vibration_Motor-2_50_time-bearing bpfi 2-ch2.csv|data/raw/nln_emp/Dataset/Vibration/Motor-2/50/bearing bpfi 2/Vibration_Motor-2_50_time-bearing bpfi 2-ch3.csv|data/raw/nln_emp/Dataset/Vibration/Motor-2/50/bearing bpfi 2/Vibration_Motor-2_50_time-bearing bpfi 2-ch4.csv|data/raw/nln_emp/Dataset/Vibration/Motor-2/50/bearing bpfi 2/Vibration_Motor-2_50_time-bearing bpfi 2-ch5.csv,Vibration_Motor-2_50_time-bearing bpfi 2-ch1.csv|Vibration_Motor-2_50_time-bearing bpfi 2-ch2.csv|Vibration_Motor-2_50_time-bearing bpfi 2-ch3.csv|Vibration_Motor-2_50_time-bearing bpfi 2-ch4.csv|Vibration_Motor-2_50_time-bearing bpfi 2-ch5.csv,5,,,,True,False,channel_1;nln_overview_verified=True|channel_2;nln_overview_verified=True|channel_3;nln_overview_verified=True|channel_4;nln_overview_verified=True|channel_5;nln_overview_verified=True
nln_emp,Motor-2,nln_emp_motor_2_50_bearing_bpfi_3_current,nln_emp_motor_2_50_bearing_bpfi_3,current,current,50,1480,unknown,1.4,140,motor_2_speed_50,bearing_inner_race,2,fault,bearing bpfi 3,experimental,unknown,data/raw/nln_emp/Dataset/Electric/Motor-2/50/bearing bpfi 3/Electric_Motor-2_50_time-bearing bpfi 3-ch1.csv|data/raw/nln_emp/Dataset/Electric/Motor-2/50/bearing bpfi 3/Electric_Motor-2_50_time-bearing bpfi 3-ch2.csv|data/raw/nln_emp/Dataset/Electric/Motor-2/50/bearing bpfi 3/Electric_Motor-2_50_time-bearing bpfi 3-ch3.csv|data/raw/nln_emp/Dataset/Electric/Motor-2/50/bearing bpfi 3/Electric_Motor-2_50_time-bearing bpfi 3-ch4.csv|data/raw/nln_emp/Dataset/Electric/Motor-2/50/bearing bpfi 3/Electric_Motor-2_50_time-bearing bpfi 3-ch5.csv|data/raw/nln_emp/Dataset/Electric/Motor-2/50/bearing bpfi 3/Electric_Motor-2_50_time-bearing bpfi 3-ch6.csv,Electric_Motor-2_50_time-bearing bpfi 3-ch1.csv|Electric_Motor-2_50_time-bearing bpfi 3-ch2.csv|Electric_Motor-2_50_time-bearing bpfi 3-ch3.csv|Electric_Motor-2_50_time-bearing bpfi 3-ch4.csv|Electric_Motor-2_50_time-bearing bpfi 3-ch5.csv|Electric_Motor-2_50_time-bearing bpfi 3-ch6.csv,6,,,,True,False,channel_1;nln_overview_verified=True|channel_2;nln_overview_verified=True|channel_3;nln_overview_verified=True|channel_4;nln_overview_verified=True|channel_5;nln_overview_verified=True|channel_6;nln_overview_verified=True
nln_emp,Motor-2,nln_emp_motor_2_50_bearing_bpfo_1_current,nln_emp_motor_2_50_bearing_bpfo_1,current,current,50,1480,unknown,1.4,140,motor_2_speed_50,bearing_outer_race,1,fault,bearing bpfo 1,experimental,unknown,data/raw/nln_emp/Dataset/Electric/Motor-2/50/bearing bpfo 1/Electric_Motor-2_50_time-bearing bpfo 1-ch1.csv|data/raw/nln_emp/Dataset/Electric/Motor-2/50/bearing bpfo 1/Electric_Motor-2_50_time-bearing bpfo 1-ch2.csv|data/raw/nln_emp/Dataset/Electric/Motor-2/50/bearing bpfo 1/Electric_Motor-2_50_time-bearing bpfo 1-ch3.csv|data/raw/nln_emp/Dataset/Electric/Motor-2/50/bearing bpfo 1/Electric_Motor-2_50_time-bearing bpfo 1-ch4.csv|data/raw/nln_emp/Dataset/Electric/Motor-2/50/bearing bpfo 1/Electric_Motor-2_50_time-bearing bpfo 1-ch5.csv|data/raw/nln_emp/Dataset/Electric/Motor-2/50/bearing bpfo 1/Electric_Motor-2_50_time-bearing bpfo 1-ch6.csv,Electric_Motor-2_50_time-bearing bpfo 1-ch1.csv|Electric_Motor-2_50_time-bearing bpfo 1-ch2.csv|Electric_Motor-2_50_time-bearing bpfo 1-ch3.csv|Electric_Motor-2_50_time-bearing bpfo 1-ch4.csv|Electric_Motor-2_50_time-bearing bpfo 1-ch5.csv|Electric_Motor-2_50_time-bearing bpfo 1-ch6.csv,6,,,,True,False,channel_1;nln_overview_verified=True|channel_2;nln_overview_verified=True|channel_3;nln_overview_verified=True|channel_4;nln_overview_verified=True|channel_5;nln_overview_verified=True|channel_6;nln_overview_verified=True
nln_emp,Motor-2,nln_emp_motor_2_50_bearing_bpfo_1_vibration,nln_emp_motor_2_50_bearing_bpfo_1,vibration,vibration,50,1480,unknown,1.4,140,motor_2_speed_50,bearing_outer_race,1,fault,bearing bpfo 1,experimental,unknown,data/raw/nln_emp/Dataset/Vibration/Motor-2/50/bearing bpfo 1/Vibration_Motor-2_50_time-bearing bpfo 1-ch1.csv|data/raw/nln_emp/Dataset/Vibration/Motor-2/50/bearing bpfo 1/Vibration_Motor-2_50_time-bearing bpfo 1-ch2.csv|data/raw/nln_emp/Dataset/Vibration/Motor-2/50/bearing bpfo 1/Vibration_Motor-2_50_time-bearing bpfo 1-ch3.csv|data/raw/nln_emp/Dataset/Vibration/Motor-2/50/bearing bpfo 1/Vibration_Motor-2_50_time-bearing bpfo 1-ch4.csv|data/raw/nln_emp/Dataset/Vibration/Motor-2/50/bearing bpfo 1/Vibration_Motor-2_50_time-bearing bpfo 1-ch5.csv,Vibration_Motor-2_50_time-bearing bpfo 1-ch1.csv|Vibration_Motor-2_50_time-bearing bpfo 1-ch2.csv|Vibration_Motor-2_50_time-bearing bpfo 1-ch3.csv|Vibration_Motor-2_50_time-bearing bpfo 1-ch4.csv|Vibration_Motor-2_50_time-bearing bpfo 1-ch5.csv,5,,,,True,False,channel_1;nln_overview_verified=True|channel_2;nln_overview_verified=True|channel_3;nln_overview_verified=True|channel_4;nln_overview_verified=True|channel_5;nln_overview_verified=True
