relative_path,original_filename,candidate_recording_id,mat_keys,n_mat_keys,sensor_types_present,read_error
data/raw/paderborn/KA01/N15_M01_F10_KA01_7.mat,N15_M01_F10_KA01_7.mat,n15_m01_f10_ka01_7,N15_M01_F10_KA01_7,1,unknown,False
data/raw/paderborn/KA01/N15_M01_F10_KA01_8.mat,N15_M01_F10_KA01_8.mat,n15_m01_f10_ka01_8,N15_M01_F10_KA01_8,1,unknown,False
data/raw/paderborn/KA01/N15_M01_F10_KA01_9.mat,N15_M01_F10_KA01_9.mat,n15_m01_f10_ka01_9,N15_M01_F10_KA01_9,1,unknown,False
data/raw/paderborn/KA01/N15_M07_F04_KA01_1.mat,N15_M07_F04_KA01_1.mat,n15_m07_f04_ka01_1,N15_M07_F04_KA01_1,1,unknown,False
data/raw/paderborn/KA01/N15_M07_F04_KA01_10.mat,N15_M07_F04_KA01_10.mat,n15_m07_f04_ka01_10,N15_M07_F04_KA01_10,1,unknown,False
data/raw/paderborn/KA01/N15_M07_F04_KA01_11.mat,N15_M07_F04_KA01_11.mat,n15_m07_f04_ka01_11,N15_M07_F04_KA01_11,1,unknown,False
data/raw/paderborn/KA01/N15_M07_F04_KA01_12.mat,N15_M07_F04_KA01_12.mat,n15_m07_f04_ka01_12,N15_M07_F04_KA01_12,1,unknown,False
data/raw/paderborn/KA01/N15_M07_F04_KA01_13.mat,N15_M07_F04_KA01_13.mat,n15_m07_f04_ka01_13,N15_M07_F04_KA01_13,1,unknown,False
data/raw/paderborn/KA01/N15_M07_F04_KA01_14.mat,N15_M07_F04_KA01_14.mat,n15_m07_f04_ka01_14,N15_M07_F04_KA01_14,1,unknown,False
data/raw/paderborn/KA01/N15_M07_F04_KA01_15.mat,N15_M07_F04_KA01_15.mat,n15_m07_f04_ka01_15,N15_M07_F04_KA01_15,1,unknown,False
data/raw/paderborn/KA01/N15_M07_F04_KA01_16.mat,N15_M07_F04_KA01_16.mat,n15_m07_f04_ka01_16,N15_M07_F04_KA01_16,1,unknown,False
data/raw/paderborn/KA01/N15_M07_F04_KA01_17.mat,N15_M07_F04_KA01_17.mat,n15_m07_f04_ka01_17,N15_M07_F04_KA01_17,1,unknown,False
data/raw/paderborn/KA01/N15_M07_F04_KA01_18.mat,N15_M07_F04_KA01_18.mat,n15_m07_f04_ka01_18,N15_M07_F04_KA01_18,1,unknown,False
data/raw/paderborn/KA01/N15_M07_F04_KA01_19.mat,N15_M07_F04_KA01_19.mat,n15_m07_f04_ka01_19,N15_M07_F04_KA01_19,1,unknown,False
data/raw/paderborn/KA01/N15_M07_F04_KA01_2.mat,N15_M07_F04_KA01_2.mat,n15_m07_f04_ka01_2,N15_M07_F04_KA01_2,1,unknown,False
data/raw/paderborn/KA01/N15_M07_F04_KA01_20.mat,N15_M07_F04_KA01_20.mat,n15_m07_f04_ka01_20,N15_M07_F04_KA01_20,1,unknown,False
data/raw/paderborn/KA01/N15_M07_F04_KA01_3.mat,N15_M07_F04_KA01_3.mat,n15_m07_f04_ka01_3,N15_M07_F04_KA01_3,1,unknown,False
data/raw/paderborn/KA01/N15_M07_F04_KA01_4.mat,N15_M07_F04_KA01_4.mat,n15_m07_f04_ka01_4,N15_M07_F04_KA01_4,1,unknown,False
data/raw/paderborn/KA01/N15_M07_F04_KA01_5.mat,N15_M07_F04_KA01_5.mat,n15_m07_f04_ka01_5,N15_M07_F04_KA01_5,1,unknown,False
data/raw/paderborn/KA01/N15_M07_F04_KA01_6.mat,N15_M07_F04_KA01_6.mat,n15_m07_f04_ka01_6,N15_M07_F04_KA01_6,1,unknown,False
data/raw/paderborn/KA01/N15_M07_F04_KA01_7.mat,N15_M07_F04_KA01_7.mat,n15_m07_f04_ka01_7,N15_M07_F04_KA01_7,1,unknown,False
data/raw/paderborn/KA01/N15_M07_F04_KA01_8.mat,N15_M07_F04_KA01_8.mat,n15_m07_f04_ka01_8,N15_M07_F04_KA01_8,1,unknown,False
data/raw/paderborn/KA01/N15_M07_F04_KA01_9.mat,N15_M07_F04_KA01_9.mat,n15_m07_f04_ka01_9,N15_M07_F04_KA01_9,1,unknown,False
data/raw/paderborn/KA01/N15_M07_F10_KA01_1.mat,N15_M07_F10_KA01_1.mat,n15_m07_f10_ka01_1,N15_M07_F10_KA01_1,1,unknown,False
data/raw/paderborn/KA01/N15_M07_F10_KA01_10.mat,N15_M07_F10_KA01_10.mat,n15_m07_f10_ka01_10,N15_M07_F10_KA01_10,1,unknown,False
data/raw/paderborn/KA01/N15_M07_F10_KA01_11.mat,N15_M07_F10_KA01_11.mat,n15_m07_f10_ka01_11,N15_M07_F10_KA01_11,1,unknown,False
data/raw/paderborn/KA01/N15_M07_F10_KA01_12.mat,N15_M07_F10_KA01_12.mat,n15_m07_f10_ka01_12,N15_M07_F10_KA01_12,1,unknown,False
data/raw/paderborn/KA01/N15_M07_F10_KA01_13.mat,N15_M07_F10_KA01_13.mat,n15_m07_f10_ka01_13,N15_M07_F10_KA01_13,1,unknown,False
data/raw/paderborn/KA01/N15_M07_F10_KA01_14.mat,N15_M07_F10_KA01_14.mat,n15_m07_f10_ka01_14,N15_M07_F10_KA01_14,1,unknown,False
data/raw/paderborn/KA01/N15_M07_F10_KA01_15.mat,N15_M07_F10_KA01_15.mat,n15_m07_f10_ka01_15,N15_M07_F10_KA01_15,1,unknown,False
data/raw/paderborn/KA01/N15_M07_F10_KA01_16.mat,N15_M07_F10_KA01_16.mat,n15_m07_f10_ka01_16,N15_M07_F10_KA01_16,1,unknown,False
data/raw/paderborn/KA01/N15_M07_F10_KA01_17.mat,N15_M07_F10_KA01_17.mat,n15_m07_f10_ka01_17,N15_M07_F10_KA01_17,1,unknown,False
data/raw/paderborn/KA01/N15_M07_F10_KA01_18.mat,N15_M07_F10_KA01_18.mat,n15_m07_f10_ka01_18,N15_M07_F10_KA01_18,1,unknown,False
data/raw/paderborn/KA01/N15_M07_F10_KA01_19.mat,N15_M07_F10_KA01_19.mat,n15_m07_f10_ka01_19,N15_M07_F10_KA01_19,1,unknown,False
data/raw/paderborn/KA01/N15_M07_F10_KA01_2.mat,N15_M07_F10_KA01_2.mat,n15_m07_f10_ka01_2,N15_M07_F10_KA01_2,1,unknown,False
data/raw/paderborn/KA01/N15_M07_F10_KA01_20.mat,N15_M07_F10_KA01_20.mat,n15_m07_f10_ka01_20,N15_M07_F10_KA01_20,1,unknown,False
data/raw/paderborn/KA01/N15_M07_F10_KA01_3.mat,N15_M07_F10_KA01_3.mat,n15_m07_f10_ka01_3,N15_M07_F10_KA01_3,1,unknown,False
data/raw/paderborn/KA01/N15_M07_F10_KA01_4.mat,N15_M07_F10_KA01_4.mat,n15_m07_f10_ka01_4,N15_M07_F10_KA01_4,1,unknown,False
data/raw/paderborn/KA01/N15_M07_F10_KA01_5.mat,N15_M07_F10_KA01_5.mat,n15_m07_f10_ka01_5,N15_M07_F10_KA01_5,1,unknown,False
data/raw/paderborn/KA01/N15_M07_F10_KA01_6.mat,N15_M07_F10_KA01_6.mat,n15_m07_f10_ka01_6,N15_M07_F10_KA01_6,1,unknown,False
data/raw/paderborn/KA01/N15_M07_F10_KA01_7.mat,N15_M07_F10_KA01_7.mat,n15_m07_f10_ka01_7,N15_M07_F10_KA01_7,1,unknown,False
data/raw/paderborn/KA01/N15_M07_F10_KA01_8.mat,N15_M07_F10_KA01_8.mat,n15_m07_f10_ka01_8,N15_M07_F10_KA01_8,1,unknown,False
data/raw/paderborn/KA01/N15_M07_F10_KA01_9.mat,N15_M07_F10_KA01_9.mat,n15_m07_f10_ka01_9,N15_M07_F10_KA01_9,1,unknown,False
data/raw/paderborn/KA03/N09_M07_F10_KA03_1.mat,N09_M07_F10_KA03_1.mat,n09_m07_f10_ka03_1,N09_M07_F10_KA03_1,1,unknown,False
data/raw/paderborn/KA03/N09_M07_F10_KA03_10.mat,N09_M07_F10_KA03_10.mat,n09_m07_f10_ka03_10,N09_M07_F10_KA03_10,1,unknown,False
data/raw/paderborn/KA03/N09_M07_F10_KA03_11.mat,N09_M07_F10_KA03_11.mat,n09_m07_f10_ka03_11,N09_M07_F10_KA03_11,1,unknown,False
data/raw/paderborn/KA03/N09_M07_F10_KA03_12.mat,N09_M07_F10_KA03_12.mat,n09_m07_f10_ka03_12,N09_M07_F10_KA03_12,1,unknown,False
data/raw/paderborn/KA03/N09_M07_F10_KA03_13.mat,N09_M07_F10_KA03_13.mat,n09_m07_f10_ka03_13,N09_M07_F10_KA03_13,1,unknown,False
data/raw/paderborn/KA03/N09_M07_F10_KA03_14.mat,N09_M07_F10_KA03_14.mat,n09_m07_f10_ka03_14,N09_M07_F10_KA03_14,1,unknown,False
data/raw/paderborn/KA03/N09_M07_F10_KA03_15.mat,N09_M07_F10_KA03_15.mat,n09_m07_f10_ka03_15,N09_M07_F10_KA03_15,1,unknown,False
data/raw/paderborn/KA03/N09_M07_F10_KA03_16.mat,N09_M07_F10_KA03_16.mat,n09_m07_f10_ka03_16,N09_M07_F10_KA03_16,1,unknown,False
data/raw/paderborn/KA03/N09_M07_F10_KA03_17.mat,N09_M07_F10_KA03_17.mat,n09_m07_f10_ka03_17,N09_M07_F10_KA03_17,1,unknown,False
data/raw/paderborn/KA03/N09_M07_F10_KA03_18.mat,N09_M07_F10_KA03_18.mat,n09_m07_f10_ka03_18,N09_M07_F10_KA03_18,1,unknown,False
data/raw/paderborn/KA03/N09_M07_F10_KA03_19.mat,N09_M07_F10_KA03_19.mat,n09_m07_f10_ka03_19,N09_M07_F10_KA03_19,1,unknown,False
data/raw/paderborn/KA03/N09_M07_F10_KA03_2.mat,N09_M07_F10_KA03_2.mat,n09_m07_f10_ka03_2,N09_M07_F10_KA03_2,1,unknown,False
data/raw/paderborn/KA03/N09_M07_F10_KA03_20.mat,N09_M07_F10_KA03_20.mat,n09_m07_f10_ka03_20,N09_M07_F10_KA03_20,1,unknown,False
data/raw/paderborn/KA03/N09_M07_F10_KA03_3.mat,N09_M07_F10_KA03_3.mat,n09_m07_f10_ka03_3,N09_M07_F10_KA03_3,1,unknown,False
data/raw/paderborn/KA03/N09_M07_F10_KA03_4.mat,N09_M07_F10_KA03_4.mat,n09_m07_f10_ka03_4,N09_M07_F10_KA03_4,1,unknown,False
data/raw/paderborn/KA03/N09_M07_F10_KA03_5.mat,N09_M07_F10_KA03_5.mat,n09_m07_f10_ka03_5,N09_M07_F10_KA03_5,1,unknown,False
data/raw/paderborn/KA03/N09_M07_F10_KA03_6.mat,N09_M07_F10_KA03_6.mat,n09_m07_f10_ka03_6,N09_M07_F10_KA03_6,1,unknown,False
data/raw/paderborn/KA03/N09_M07_F10_KA03_7.mat,N09_M07_F10_KA03_7.mat,n09_m07_f10_ka03_7,N09_M07_F10_KA03_7,1,unknown,False
data/raw/paderborn/KA03/N09_M07_F10_KA03_8.mat,N09_M07_F10_KA03_8.mat,n09_m07_f10_ka03_8,N09_M07_F10_KA03_8,1,unknown,False
data/raw/paderborn/KA03/N09_M07_F10_KA03_9.mat,N09_M07_F10_KA03_9.mat,n09_m07_f10_ka03_9,N09_M07_F10_KA03_9,1,unknown,False
data/raw/paderborn/KA03/N15_M01_F10_KA03_1.mat,N15_M01_F10_KA03_1.mat,n15_m01_f10_ka03_1,N15_M01_F10_KA03_1,1,unknown,False
data/raw/paderborn/KA03/N15_M01_F10_KA03_10.mat,N15_M01_F10_KA03_10.mat,n15_m01_f10_ka03_10,N15_M01_F10_KA03_10,1,unknown,False
data/raw/paderborn/KA03/N15_M01_F10_KA03_11.mat,N15_M01_F10_KA03_11.mat,n15_m01_f10_ka03_11,N15_M01_F10_KA03_11,1,unknown,False
data/raw/paderborn/KA03/N15_M01_F10_KA03_12.mat,N15_M01_F10_KA03_12.mat,n15_m01_f10_ka03_12,N15_M01_F10_KA03_12,1,unknown,False
data/raw/paderborn/KA03/N15_M01_F10_KA03_13.mat,N15_M01_F10_KA03_13.mat,n15_m01_f10_ka03_13,N15_M01_F10_KA03_13,1,unknown,False
data/raw/paderborn/KA03/N15_M01_F10_KA03_14.mat,N15_M01_F10_KA03_14.mat,n15_m01_f10_ka03_14,N15_M01_F10_KA03_14,1,unknown,False
data/raw/paderborn/KA03/N15_M01_F10_KA03_15.mat,N15_M01_F10_KA03_15.mat,n15_m01_f10_ka03_15,N15_M01_F10_KA03_15,1,unknown,False
data/raw/paderborn/KA03/N15_M01_F10_KA03_16.mat,N15_M01_F10_KA03_16.mat,n15_m01_f10_ka03_16,N15_M01_F10_KA03_16,1,unknown,False
data/raw/paderborn/KA03/N15_M01_F10_KA03_17.mat,N15_M01_F10_KA03_17.mat,n15_m01_f10_ka03_17,N15_M01_F10_KA03_17,1,unknown,False
data/raw/paderborn/KA03/N15_M01_F10_KA03_18.mat,N15_M01_F10_KA03_18.mat,n15_m01_f10_ka03_18,N15_M01_F10_KA03_18,1,unknown,False
data/raw/paderborn/KA03/N15_M01_F10_KA03_19.mat,N15_M01_F10_KA03_19.mat,n15_m01_f10_ka03_19,N15_M01_F10_KA03_19,1,unknown,False
data/raw/paderborn/KA03/N15_M01_F10_KA03_2.mat,N15_M01_F10_KA03_2.mat,n15_m01_f10_ka03_2,N15_M01_F10_KA03_2,1,unknown,False
data/raw/paderborn/KA03/N15_M01_F10_KA03_20.mat,N15_M01_F10_KA03_20.mat,n15_m01_f10_ka03_20,N15_M01_F10_KA03_20,1,unknown,False
data/raw/paderborn/KA03/N15_M01_F10_KA03_3.mat,N15_M01_F10_KA03_3.mat,n15_m01_f10_ka03_3,N15_M01_F10_KA03_3,1,unknown,False
data/raw/paderborn/KA03/N15_M01_F10_KA03_4.mat,N15_M01_F10_KA03_4.mat,n15_m01_f10_ka03_4,N15_M01_F10_KA03_4,1,unknown,False
data/raw/paderborn/KA03/N15_M01_F10_KA03_5.mat,N15_M01_F10_KA03_5.mat,n15_m01_f10_ka03_5,N15_M01_F10_KA03_5,1,unknown,False
data/raw/paderborn/KA03/N15_M01_F10_KA03_6.mat,N15_M01_F10_KA03_6.mat,n15_m01_f10_ka03_6,N15_M01_F10_KA03_6,1,unknown,False
data/raw/paderborn/KA03/N15_M01_F10_KA03_7.mat,N15_M01_F10_KA03_7.mat,n15_m01_f10_ka03_7,N15_M01_F10_KA03_7,1,unknown,False
data/raw/paderborn/KA03/N15_M01_F10_KA03_8.mat,N15_M01_F10_KA03_8.mat,n15_m01_f10_ka03_8,N15_M01_F10_KA03_8,1,unknown,False
data/raw/paderborn/KA03/N15_M01_F10_KA03_9.mat,N15_M01_F10_KA03_9.mat,n15_m01_f10_ka03_9,N15_M01_F10_KA03_9,1,unknown,False
data/raw/paderborn/KA03/N15_M07_F04_KA03_1.mat,N15_M07_F04_KA03_1.mat,n15_m07_f04_ka03_1,N15_M07_F04_KA03_1,1,unknown,False
data/raw/paderborn/KA03/N15_M07_F04_KA03_10.mat,N15_M07_F04_KA03_10.mat,n15_m07_f04_ka03_10,N15_M07_F04_KA03_10,1,unknown,False
data/raw/paderborn/KA03/N15_M07_F04_KA03_11.mat,N15_M07_F04_KA03_11.mat,n15_m07_f04_ka03_11,N15_M07_F04_KA03_11,1,unknown,False
data/raw/paderborn/KA03/N15_M07_F04_KA03_12.mat,N15_M07_F04_KA03_12.mat,n15_m07_f04_ka03_12,N15_M07_F04_KA03_12,1,unknown,False
data/raw/paderborn/KA03/N15_M07_F04_KA03_13.mat,N15_M07_F04_KA03_13.mat,n15_m07_f04_ka03_13,N15_M07_F04_KA03_13,1,unknown,False
data/raw/paderborn/KA03/N15_M07_F04_KA03_14.mat,N15_M07_F04_KA03_14.mat,n15_m07_f04_ka03_14,N15_M07_F04_KA03_14,1,unknown,False
data/raw/paderborn/KA03/N15_M07_F04_KA03_15.mat,N15_M07_F04_KA03_15.mat,n15_m07_f04_ka03_15,N15_M07_F04_KA03_15,1,unknown,False
data/raw/paderborn/KA03/N15_M07_F04_KA03_16.mat,N15_M07_F04_KA03_16.mat,n15_m07_f04_ka03_16,N15_M07_F04_KA03_16,1,unknown,False
data/raw/paderborn/KA03/N15_M07_F04_KA03_17.mat,N15_M07_F04_KA03_17.mat,n15_m07_f04_ka03_17,N15_M07_F04_KA03_17,1,unknown,False
data/raw/paderborn/KA03/N15_M07_F04_KA03_18.mat,N15_M07_F04_KA03_18.mat,n15_m07_f04_ka03_18,N15_M07_F04_KA03_18,1,unknown,False
data/raw/paderborn/KA03/N15_M07_F04_KA03_19.mat,N15_M07_F04_KA03_19.mat,n15_m07_f04_ka03_19,N15_M07_F04_KA03_19,1,unknown,False
data/raw/paderborn/KA03/N15_M07_F04_KA03_2.mat,N15_M07_F04_KA03_2.mat,n15_m07_f04_ka03_2,N15_M07_F04_KA03_2,1,unknown,False
data/raw/paderborn/KA03/N15_M07_F04_KA03_20.mat,N15_M07_F04_KA03_20.mat,n15_m07_f04_ka03_20,N15_M07_F04_KA03_20,1,unknown,False
data/raw/paderborn/KA03/N15_M07_F04_KA03_3.mat,N15_M07_F04_KA03_3.mat,n15_m07_f04_ka03_3,N15_M07_F04_KA03_3,1,unknown,False
data/raw/paderborn/KA03/N15_M07_F04_KA03_4.mat,N15_M07_F04_KA03_4.mat,n15_m07_f04_ka03_4,N15_M07_F04_KA03_4,1,unknown,False
data/raw/paderborn/KA03/N15_M07_F04_KA03_5.mat,N15_M07_F04_KA03_5.mat,n15_m07_f04_ka03_5,N15_M07_F04_KA03_5,1,unknown,False
data/raw/paderborn/KA03/N15_M07_F04_KA03_6.mat,N15_M07_F04_KA03_6.mat,n15_m07_f04_ka03_6,N15_M07_F04_KA03_6,1,unknown,False
data/raw/paderborn/KA03/N15_M07_F04_KA03_7.mat,N15_M07_F04_KA03_7.mat,n15_m07_f04_ka03_7,N15_M07_F04_KA03_7,1,unknown,False
data/raw/paderborn/KA03/N15_M07_F04_KA03_8.mat,N15_M07_F04_KA03_8.mat,n15_m07_f04_ka03_8,N15_M07_F04_KA03_8,1,unknown,False
data/raw/paderborn/KA03/N15_M07_F04_KA03_9.mat,N15_M07_F04_KA03_9.mat,n15_m07_f04_ka03_9,N15_M07_F04_KA03_9,1,unknown,False
data/raw/paderborn/KA03/N15_M07_F10_KA03_1.mat,N15_M07_F10_KA03_1.mat,n15_m07_f10_ka03_1,N15_M07_F10_KA03_1,1,unknown,False
data/raw/paderborn/KA03/N15_M07_F10_KA03_10.mat,N15_M07_F10_KA03_10.mat,n15_m07_f10_ka03_10,N15_M07_F10_KA03_10,1,unknown,False
data/raw/paderborn/KA03/N15_M07_F10_KA03_11.mat,N15_M07_F10_KA03_11.mat,n15_m07_f10_ka03_11,N15_M07_F10_KA03_11,1,unknown,False
data/raw/paderborn/KA03/N15_M07_F10_KA03_12.mat,N15_M07_F10_KA03_12.mat,n15_m07_f10_ka03_12,N15_M07_F10_KA03_12,1,unknown,False
data/raw/paderborn/KA03/N15_M07_F10_KA03_13.mat,N15_M07_F10_KA03_13.mat,n15_m07_f10_ka03_13,N15_M07_F10_KA03_13,1,unknown,False
data/raw/paderborn/KA03/N15_M07_F10_KA03_14.mat,N15_M07_F10_KA03_14.mat,n15_m07_f10_ka03_14,N15_M07_F10_KA03_14,1,unknown,False
data/raw/paderborn/KA03/N15_M07_F10_KA03_15.mat,N15_M07_F10_KA03_15.mat,n15_m07_f10_ka03_15,N15_M07_F10_KA03_15,1,unknown,False
data/raw/paderborn/KA03/N15_M07_F10_KA03_16.mat,N15_M07_F10_KA03_16.mat,n15_m07_f10_ka03_16,N15_M07_F10_KA03_16,1,unknown,False
data/raw/paderborn/KA03/N15_M07_F10_KA03_17.mat,N15_M07_F10_KA03_17.mat,n15_m07_f10_ka03_17,N15_M07_F10_KA03_17,1,unknown,False
data/raw/paderborn/KA03/N15_M07_F10_KA03_18.mat,N15_M07_F10_KA03_18.mat,n15_m07_f10_ka03_18,N15_M07_F10_KA03_18,1,unknown,False
data/raw/paderborn/KA03/N15_M07_F10_KA03_19.mat,N15_M07_F10_KA03_19.mat,n15_m07_f10_ka03_19,N15_M07_F10_KA03_19,1,unknown,False
data/raw/paderborn/KA03/N15_M07_F10_KA03_2.mat,N15_M07_F10_KA03_2.mat,n15_m07_f10_ka03_2,N15_M07_F10_KA03_2,1,unknown,False
data/raw/paderborn/KA03/N15_M07_F10_KA03_20.mat,N15_M07_F10_KA03_20.mat,n15_m07_f10_ka03_20,N15_M07_F10_KA03_20,1,unknown,False
data/raw/paderborn/KA03/N15_M07_F10_KA03_3.mat,N15_M07_F10_KA03_3.mat,n15_m07_f10_ka03_3,N15_M07_F10_KA03_3,1,unknown,False
data/raw/paderborn/KA03/N15_M07_F10_KA03_4.mat,N15_M07_F10_KA03_4.mat,n15_m07_f10_ka03_4,N15_M07_F10_KA03_4,1,unknown,False
data/raw/paderborn/KA03/N15_M07_F10_KA03_5.mat,N15_M07_F10_KA03_5.mat,n15_m07_f10_ka03_5,N15_M07_F10_KA03_5,1,unknown,False
data/raw/paderborn/KA03/N15_M07_F10_KA03_6.mat,N15_M07_F10_KA03_6.mat,n15_m07_f10_ka03_6,N15_M07_F10_KA03_6,1,unknown,False
data/raw/paderborn/KA03/N15_M07_F10_KA03_7.mat,N15_M07_F10_KA03_7.mat,n15_m07_f10_ka03_7,N15_M07_F10_KA03_7,1,unknown,False
data/raw/paderborn/KA03/N15_M07_F10_KA03_8.mat,N15_M07_F10_KA03_8.mat,n15_m07_f10_ka03_8,N15_M07_F10_KA03_8,1,unknown,False
data/raw/paderborn/KA03/N15_M07_F10_KA03_9.mat,N15_M07_F10_KA03_9.mat,n15_m07_f10_ka03_9,N15_M07_F10_KA03_9,1,unknown,False
data/raw/paderborn/KA04/N09_M07_F10_KA04_1.mat,N09_M07_F10_KA04_1.mat,n09_m07_f10_ka04_1,N09_M07_F10_KA04_1,1,unknown,False
data/raw/paderborn/KA04/N09_M07_F10_KA04_10.mat,N09_M07_F10_KA04_10.mat,n09_m07_f10_ka04_10,N09_M07_F10_KA04_10,1,unknown,False
data/raw/paderborn/KA04/N09_M07_F10_KA04_11.mat,N09_M07_F10_KA04_11.mat,n09_m07_f10_ka04_11,N09_M07_F10_KA04_11,1,unknown,False
data/raw/paderborn/KA04/N09_M07_F10_KA04_12.mat,N09_M07_F10_KA04_12.mat,n09_m07_f10_ka04_12,N09_M07_F10_KA04_12,1,unknown,False
data/raw/paderborn/KA04/N09_M07_F10_KA04_13.mat,N09_M07_F10_KA04_13.mat,n09_m07_f10_ka04_13,N09_M07_F10_KA04_13,1,unknown,False
data/raw/paderborn/KA04/N09_M07_F10_KA04_14.mat,N09_M07_F10_KA04_14.mat,n09_m07_f10_ka04_14,N09_M07_F10_KA04_14,1,unknown,False
data/raw/paderborn/KA04/N09_M07_F10_KA04_15.mat,N09_M07_F10_KA04_15.mat,n09_m07_f10_ka04_15,N09_M07_F10_KA04_15,1,unknown,False
data/raw/paderborn/KA04/N09_M07_F10_KA04_16.mat,N09_M07_F10_KA04_16.mat,n09_m07_f10_ka04_16,N09_M07_F10_KA04_16,1,unknown,False
data/raw/paderborn/KA04/N09_M07_F10_KA04_17.mat,N09_M07_F10_KA04_17.mat,n09_m07_f10_ka04_17,N09_M07_F10_KA04_17,1,unknown,False
data/raw/paderborn/KA04/N09_M07_F10_KA04_18.mat,N09_M07_F10_KA04_18.mat,n09_m07_f10_ka04_18,N09_M07_F10_KA04_18,1,unknown,False
data/raw/paderborn/KA04/N09_M07_F10_KA04_19.mat,N09_M07_F10_KA04_19.mat,n09_m07_f10_ka04_19,N09_M07_F10_KA04_19,1,unknown,False
data/raw/paderborn/KA04/N09_M07_F10_KA04_2.mat,N09_M07_F10_KA04_2.mat,n09_m07_f10_ka04_2,N09_M07_F10_KA04_2,1,unknown,False
data/raw/paderborn/KA04/N09_M07_F10_KA04_20.mat,N09_M07_F10_KA04_20.mat,n09_m07_f10_ka04_20,N09_M07_F10_KA04_20,1,unknown,False
data/raw/paderborn/KA04/N09_M07_F10_KA04_3.mat,N09_M07_F10_KA04_3.mat,n09_m07_f10_ka04_3,N09_M07_F10_KA04_3,1,unknown,False
data/raw/paderborn/KA04/N09_M07_F10_KA04_4.mat,N09_M07_F10_KA04_4.mat,n09_m07_f10_ka04_4,N09_M07_F10_KA04_4,1,unknown,False
data/raw/paderborn/KA04/N09_M07_F10_KA04_5.mat,N09_M07_F10_KA04_5.mat,n09_m07_f10_ka04_5,N09_M07_F10_KA04_5,1,unknown,False
data/raw/paderborn/KA04/N09_M07_F10_KA04_6.mat,N09_M07_F10_KA04_6.mat,n09_m07_f10_ka04_6,N09_M07_F10_KA04_6,1,unknown,False
data/raw/paderborn/KA04/N09_M07_F10_KA04_7.mat,N09_M07_F10_KA04_7.mat,n09_m07_f10_ka04_7,N09_M07_F10_KA04_7,1,unknown,False
data/raw/paderborn/KA04/N09_M07_F10_KA04_8.mat,N09_M07_F10_KA04_8.mat,n09_m07_f10_ka04_8,N09_M07_F10_KA04_8,1,unknown,False
data/raw/paderborn/KA04/N09_M07_F10_KA04_9.mat,N09_M07_F10_KA04_9.mat,n09_m07_f10_ka04_9,N09_M07_F10_KA04_9,1,unknown,False
data/raw/paderborn/KA04/N15_M01_F10_KA04_1.mat,N15_M01_F10_KA04_1.mat,n15_m01_f10_ka04_1,N15_M01_F10_KA04_1,1,unknown,False
data/raw/paderborn/KA04/N15_M01_F10_KA04_10.mat,N15_M01_F10_KA04_10.mat,n15_m01_f10_ka04_10,N15_M01_F10_KA04_10,1,unknown,False
data/raw/paderborn/KA04/N15_M01_F10_KA04_11.mat,N15_M01_F10_KA04_11.mat,n15_m01_f10_ka04_11,N15_M01_F10_KA04_11,1,unknown,False
data/raw/paderborn/KA04/N15_M01_F10_KA04_12.mat,N15_M01_F10_KA04_12.mat,n15_m01_f10_ka04_12,N15_M01_F10_KA04_12,1,unknown,False
data/raw/paderborn/KA04/N15_M01_F10_KA04_13.mat,N15_M01_F10_KA04_13.mat,n15_m01_f10_ka04_13,N15_M01_F10_KA04_13,1,unknown,False
data/raw/paderborn/KA04/N15_M01_F10_KA04_14.mat,N15_M01_F10_KA04_14.mat,n15_m01_f10_ka04_14,N15_M01_F10_KA04_14,1,unknown,False
data/raw/paderborn/KA04/N15_M01_F10_KA04_15.mat,N15_M01_F10_KA04_15.mat,n15_m01_f10_ka04_15,N15_M01_F10_KA04_15,1,unknown,False
data/raw/paderborn/KA04/N15_M01_F10_KA04_16.mat,N15_M01_F10_KA04_16.mat,n15_m01_f10_ka04_16,N15_M01_F10_KA04_16,1,unknown,False
data/raw/paderborn/KA04/N15_M01_F10_KA04_17.mat,N15_M01_F10_KA04_17.mat,n15_m01_f10_ka04_17,N15_M01_F10_KA04_17,1,unknown,False
data/raw/paderborn/KA04/N15_M01_F10_KA04_18.mat,N15_M01_F10_KA04_18.mat,n15_m01_f10_ka04_18,N15_M01_F10_KA04_18,1,unknown,False
data/raw/paderborn/KA04/N15_M01_F10_KA04_19.mat,N15_M01_F10_KA04_19.mat,n15_m01_f10_ka04_19,N15_M01_F10_KA04_19,1,unknown,False
data/raw/paderborn/KA04/N15_M01_F10_KA04_2.mat,N15_M01_F10_KA04_2.mat,n15_m01_f10_ka04_2,N15_M01_F10_KA04_2,1,unknown,False
data/raw/paderborn/KA04/N15_M01_F10_KA04_20.mat,N15_M01_F10_KA04_20.mat,n15_m01_f10_ka04_20,N15_M01_F10_KA04_20,1,unknown,False
data/raw/paderborn/KA04/N15_M01_F10_KA04_3.mat,N15_M01_F10_KA04_3.mat,n15_m01_f10_ka04_3,N15_M01_F10_KA04_3,1,unknown,False
data/raw/paderborn/KA04/N15_M01_F10_KA04_4.mat,N15_M01_F10_KA04_4.mat,n15_m01_f10_ka04_4,N15_M01_F10_KA04_4,1,unknown,False
