dataset,original_filename,absolute_path,relative_path,extension,file_size,checksum_sha256,likely_sensor_type,candidate_recording_id,notes
nln_emp,Electric_Motor-2_50_time-impeller 1-ch2.csv,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/nln_emp/Dataset/Electric/Motor-2/50/impeller 1/Electric_Motor-2_50_time-impeller 1-ch2.csv,data/raw/nln_emp/Dataset/Electric/Motor-2/50/impeller 1/Electric_Motor-2_50_time-impeller 1-ch2.csv,csv,19644761,721094a6a8d8f67408330e08523df7d5054be775ba28287f0f7574dc5e384a71,current,motor_2_50_impeller_1,nln_emp_electric_branch;channel_file
nln_emp,Electric_Motor-2_50_time-impeller 1-ch3.csv,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/nln_emp/Dataset/Electric/Motor-2/50/impeller 1/Electric_Motor-2_50_time-impeller 1-ch3.csv,data/raw/nln_emp/Dataset/Electric/Motor-2/50/impeller 1/Electric_Motor-2_50_time-impeller 1-ch3.csv,csv,19635838,17615e07a859d2eb66a6620911838d4a372128c0c0d01e5be94fd7e43c939c3c,current,motor_2_50_impeller_1,nln_emp_electric_branch;channel_file
nln_emp,Electric_Motor-2_50_time-impeller 1-ch4.csv,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/nln_emp/Dataset/Electric/Motor-2/50/impeller 1/Electric_Motor-2_50_time-impeller 1-ch4.csv,data/raw/nln_emp/Dataset/Electric/Motor-2/50/impeller 1/Electric_Motor-2_50_time-impeller 1-ch4.csv,csv,19281132,5a7ac6051c20a59ddcd9f7ba4e35a3eaac723e781c295138acb33d93266e1595,current,motor_2_50_impeller_1,nln_emp_electric_branch;channel_file
nln_emp,Electric_Motor-2_50_time-impeller 1-ch5.csv,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/nln_emp/Dataset/Electric/Motor-2/50/impeller 1/Electric_Motor-2_50_time-impeller 1-ch5.csv,data/raw/nln_emp/Dataset/Electric/Motor-2/50/impeller 1/Electric_Motor-2_50_time-impeller 1-ch5.csv,csv,19284411,296b6175011c6f61d409392305dd8e8dfc263b67d2550db010d1dfdf5d21cff2,current,motor_2_50_impeller_1,nln_emp_electric_branch;channel_file
nln_emp,Electric_Motor-2_50_time-impeller 1-ch6.csv,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/nln_emp/Dataset/Electric/Motor-2/50/impeller 1/Electric_Motor-2_50_time-impeller 1-ch6.csv,data/raw/nln_emp/Dataset/Electric/Motor-2/50/impeller 1/Electric_Motor-2_50_time-impeller 1-ch6.csv,csv,19286241,83c1e4cf07c7b04db5e50dc8b2541b87676fec726fdb35e2807072a0be74e269,current,motor_2_50_impeller_1,nln_emp_electric_branch;channel_file
nln_emp,Electric_Motor-2_50_time-impeller 2-ch1.csv,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/nln_emp/Dataset/Electric/Motor-2/50/impeller 2/Electric_Motor-2_50_time-impeller 2-ch1.csv,data/raw/nln_emp/Dataset/Electric/Motor-2/50/impeller 2/Electric_Motor-2_50_time-impeller 2-ch1.csv,csv,25017969,45c3ca595e3205be485ea8c3dd8a6acbad5dd5c5856acd3315fc0929033dea5b,current,motor_2_50_impeller_2,nln_emp_electric_branch;channel_file
nln_emp,Electric_Motor-2_50_time-impeller 2-ch2.csv,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/nln_emp/Dataset/Electric/Motor-2/50/impeller 2/Electric_Motor-2_50_time-impeller 2-ch2.csv,data/raw/nln_emp/Dataset/Electric/Motor-2/50/impeller 2/Electric_Motor-2_50_time-impeller 2-ch2.csv,csv,25034151,5a165b97489e5f16e7ea80e629db91a92f9311b6b2d453822b9aac5181955a6e,current,motor_2_50_impeller_2,nln_emp_electric_branch;channel_file
nln_emp,Electric_Motor-2_50_time-impeller 2-ch3.csv,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/nln_emp/Dataset/Electric/Motor-2/50/impeller 2/Electric_Motor-2_50_time-impeller 2-ch3.csv,data/raw/nln_emp/Dataset/Electric/Motor-2/50/impeller 2/Electric_Motor-2_50_time-impeller 2-ch3.csv,csv,25016870,eb72afd377c10d2bb5c2dfdd599822a5c3829493cecd7fa20990bc6d51b09e9a,current,motor_2_50_impeller_2,nln_emp_electric_branch;channel_file
nln_emp,Electric_Motor-2_50_time-impeller 2-ch4.csv,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/nln_emp/Dataset/Electric/Motor-2/50/impeller 2/Electric_Motor-2_50_time-impeller 2-ch4.csv,data/raw/nln_emp/Dataset/Electric/Motor-2/50/impeller 2/Electric_Motor-2_50_time-impeller 2-ch4.csv,csv,24568107,61a6bf4c0e4934bbf924180c0c2c77ff9a0093f709c75239306a35aa9a88db17,current,motor_2_50_impeller_2,nln_emp_electric_branch;channel_file
nln_emp,Electric_Motor-2_50_time-impeller 2-ch5.csv,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/nln_emp/Dataset/Electric/Motor-2/50/impeller 2/Electric_Motor-2_50_time-impeller 2-ch5.csv,data/raw/nln_emp/Dataset/Electric/Motor-2/50/impeller 2/Electric_Motor-2_50_time-impeller 2-ch5.csv,csv,24570123,ce537fcceebb9c9324eab0bee0d15e2d11911a2a4a90454ad66d9692bca9b680,current,motor_2_50_impeller_2,nln_emp_electric_branch;channel_file
nln_emp,Electric_Motor-2_50_time-impeller 2-ch6.csv,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/nln_emp/Dataset/Electric/Motor-2/50/impeller 2/Electric_Motor-2_50_time-impeller 2-ch6.csv,data/raw/nln_emp/Dataset/Electric/Motor-2/50/impeller 2/Electric_Motor-2_50_time-impeller 2-ch6.csv,csv,24572849,128f6c3b310ea3db7d3255f33c9784a725f95f2666428226d035ad6d38d2e6bd,current,motor_2_50_impeller_2,nln_emp_electric_branch;channel_file
nln_emp,Electric_Motor-2_50_time-impeller 3-ch1.csv,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/nln_emp/Dataset/Electric/Motor-2/50/impeller 3/Electric_Motor-2_50_time-impeller 3-ch1.csv,data/raw/nln_emp/Dataset/Electric/Motor-2/50/impeller 3/Electric_Motor-2_50_time-impeller 3-ch1.csv,csv,24997500,d44ef9dcb9291ffe4e22afb612e8d70780d9b3d8cafa4a576748225bdb0ab9ab,current,motor_2_50_impeller_3,nln_emp_electric_branch;channel_file
nln_emp,Electric_Motor-2_50_time-impeller 3-ch2.csv,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/nln_emp/Dataset/Electric/Motor-2/50/impeller 3/Electric_Motor-2_50_time-impeller 3-ch2.csv,data/raw/nln_emp/Dataset/Electric/Motor-2/50/impeller 3/Electric_Motor-2_50_time-impeller 3-ch2.csv,csv,25015106,35b7d3125d6ae26f4f77907b95e81b6919a20dc46b16df00518a8a17ed797744,current,motor_2_50_impeller_3,nln_emp_electric_branch;channel_file
nln_emp,Electric_Motor-2_50_time-impeller 3-ch3.csv,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/nln_emp/Dataset/Electric/Motor-2/50/impeller 3/Electric_Motor-2_50_time-impeller 3-ch3.csv,data/raw/nln_emp/Dataset/Electric/Motor-2/50/impeller 3/Electric_Motor-2_50_time-impeller 3-ch3.csv,csv,24990569,7c848724b8e3fbf61df828c47a72198b54cc93533848c47cfb4da4679408e3f1,current,motor_2_50_impeller_3,nln_emp_electric_branch;channel_file
nln_emp,Electric_Motor-2_50_time-impeller 3-ch4.csv,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/nln_emp/Dataset/Electric/Motor-2/50/impeller 3/Electric_Motor-2_50_time-impeller 3-ch4.csv,data/raw/nln_emp/Dataset/Electric/Motor-2/50/impeller 3/Electric_Motor-2_50_time-impeller 3-ch4.csv,csv,24564607,e990930ee8e0123e17da5f03c949cc0cfdb794c641c094e83e225cb6c38ed899,current,motor_2_50_impeller_3,nln_emp_electric_branch;channel_file
nln_emp,Electric_Motor-2_50_time-impeller 3-ch5.csv,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/nln_emp/Dataset/Electric/Motor-2/50/impeller 3/Electric_Motor-2_50_time-impeller 3-ch5.csv,data/raw/nln_emp/Dataset/Electric/Motor-2/50/impeller 3/Electric_Motor-2_50_time-impeller 3-ch5.csv,csv,24566065,d0b068419e3c933702272416e94371b42f3ead2815eb19c4c048bb1c9c517b2b,current,motor_2_50_impeller_3,nln_emp_electric_branch;channel_file
nln_emp,Electric_Motor-2_50_time-impeller 3-ch6.csv,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/nln_emp/Dataset/Electric/Motor-2/50/impeller 3/Electric_Motor-2_50_time-impeller 3-ch6.csv,data/raw/nln_emp/Dataset/Electric/Motor-2/50/impeller 3/Electric_Motor-2_50_time-impeller 3-ch6.csv,csv,24569463,a686d178b6260fb1abff6601fb9e2f780e9924df9bcb7e581997d3ad10c49ca1,current,motor_2_50_impeller_3,nln_emp_electric_branch;channel_file
nln_emp,Electric_Motor-2_50_time-loose foot motor-ch1.csv,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/nln_emp/Dataset/Electric/Motor-2/50/loose foot motor/Electric_Motor-2_50_time-loose foot motor-ch1.csv,data/raw/nln_emp/Dataset/Electric/Motor-2/50/loose foot motor/Electric_Motor-2_50_time-loose foot motor-ch1.csv,csv,30460687,2435c596702fbd347b87afed2a28985c3c4b8adc5a4c280d2e6229310ac6eeba,current,motor_2_50_loose_foot_motor,nln_emp_electric_branch;channel_file
nln_emp,Electric_Motor-2_50_time-loose foot motor-ch2.csv,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/nln_emp/Dataset/Electric/Motor-2/50/loose foot motor/Electric_Motor-2_50_time-loose foot motor-ch2.csv,data/raw/nln_emp/Dataset/Electric/Motor-2/50/loose foot motor/Electric_Motor-2_50_time-loose foot motor-ch2.csv,csv,30468009,89ceceae8c66b32f03c22c9d5947f94e0910a1621f6fd612dc67bef7cdf2c650,current,motor_2_50_loose_foot_motor,nln_emp_electric_branch;channel_file
nln_emp,Electric_Motor-2_50_time-loose foot motor-ch3.csv,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/nln_emp/Dataset/Electric/Motor-2/50/loose foot motor/Electric_Motor-2_50_time-loose foot motor-ch3.csv,data/raw/nln_emp/Dataset/Electric/Motor-2/50/loose foot motor/Electric_Motor-2_50_time-loose foot motor-ch3.csv,csv,30454108,00d7a41a6fe5f39751326395d79029c167c22a4f25358e0858e528dfde20724c,current,motor_2_50_loose_foot_motor,nln_emp_electric_branch;channel_file
nln_emp,Electric_Motor-2_50_time-loose foot motor-ch4.csv,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/nln_emp/Dataset/Electric/Motor-2/50/loose foot motor/Electric_Motor-2_50_time-loose foot motor-ch4.csv,data/raw/nln_emp/Dataset/Electric/Motor-2/50/loose foot motor/Electric_Motor-2_50_time-loose foot motor-ch4.csv,csv,29844361,22a8629abd0d069f92945db6cdb1bd56d8cfc8143cee1c92412f1102b0ca1c9b,current,motor_2_50_loose_foot_motor,nln_emp_electric_branch;channel_file
nln_emp,Electric_Motor-2_50_time-loose foot motor-ch5.csv,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/nln_emp/Dataset/Electric/Motor-2/50/loose foot motor/Electric_Motor-2_50_time-loose foot motor-ch5.csv,data/raw/nln_emp/Dataset/Electric/Motor-2/50/loose foot motor/Electric_Motor-2_50_time-loose foot motor-ch5.csv,csv,29846129,ac771f0004a7fa548141f5c3c715c0afc2ea993e607a5a5be866077818a2378f,current,motor_2_50_loose_foot_motor,nln_emp_electric_branch;channel_file
nln_emp,Electric_Motor-2_50_time-loose foot motor-ch6.csv,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/nln_emp/Dataset/Electric/Motor-2/50/loose foot motor/Electric_Motor-2_50_time-loose foot motor-ch6.csv,data/raw/nln_emp/Dataset/Electric/Motor-2/50/loose foot motor/Electric_Motor-2_50_time-loose foot motor-ch6.csv,csv,29849892,a70484b8542aee3fa87d650e7ebeb0254f6344ee17d22cb45e15d162a8cfd299,current,motor_2_50_loose_foot_motor,nln_emp_electric_branch;channel_file
nln_emp,Electric_Motor-2_50_time-loose foot pump-ch1.csv,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/nln_emp/Dataset/Electric/Motor-2/50/loose foot pump/Electric_Motor-2_50_time-loose foot pump-ch1.csv,data/raw/nln_emp/Dataset/Electric/Motor-2/50/loose foot pump/Electric_Motor-2_50_time-loose foot pump-ch1.csv,csv,30448204,419924e788314f8df4f635a51a2a7a5b51be759d49c95c6f786f4d3fec8b99ae,current,motor_2_50_loose_foot_pump,nln_emp_electric_branch;channel_file
nln_emp,Electric_Motor-2_50_time-loose foot pump-ch2.csv,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/nln_emp/Dataset/Electric/Motor-2/50/loose foot pump/Electric_Motor-2_50_time-loose foot pump-ch2.csv,data/raw/nln_emp/Dataset/Electric/Motor-2/50/loose foot pump/Electric_Motor-2_50_time-loose foot pump-ch2.csv,csv,30458119,da800bb5b001de31e6480a1e1341202b032e78883f703a471e76aa5f00daf015,current,motor_2_50_loose_foot_pump,nln_emp_electric_branch;channel_file
nln_emp,Electric_Motor-2_50_time-loose foot pump-ch3.csv,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/nln_emp/Dataset/Electric/Motor-2/50/loose foot pump/Electric_Motor-2_50_time-loose foot pump-ch3.csv,data/raw/nln_emp/Dataset/Electric/Motor-2/50/loose foot pump/Electric_Motor-2_50_time-loose foot pump-ch3.csv,csv,30444195,4d3af4d1e3f3604f572d1dbfc88bde28e55c77de56e45081c20b45d6fb2f7a4e,current,motor_2_50_loose_foot_pump,nln_emp_electric_branch;channel_file
nln_emp,Electric_Motor-2_50_time-loose foot pump-ch4.csv,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/nln_emp/Dataset/Electric/Motor-2/50/loose foot pump/Electric_Motor-2_50_time-loose foot pump-ch4.csv,data/raw/nln_emp/Dataset/Electric/Motor-2/50/loose foot pump/Electric_Motor-2_50_time-loose foot pump-ch4.csv,csv,29845687,d207f524f433365c0204ed8c7f2aa98cd15fa203f06569636489737b20cf14ed,current,motor_2_50_loose_foot_pump,nln_emp_electric_branch;channel_file
nln_emp,Electric_Motor-2_50_time-loose foot pump-ch5.csv,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/nln_emp/Dataset/Electric/Motor-2/50/loose foot pump/Electric_Motor-2_50_time-loose foot pump-ch5.csv,data/raw/nln_emp/Dataset/Electric/Motor-2/50/loose foot pump/Electric_Motor-2_50_time-loose foot pump-ch5.csv,csv,29850035,2a53739fdc5d369f0eb5dd4398f9a6c1f3a73e074a33807e1dcbc59255216a76,current,motor_2_50_loose_foot_pump,nln_emp_electric_branch;channel_file
nln_emp,Electric_Motor-2_50_time-loose foot pump-ch6.csv,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/nln_emp/Dataset/Electric/Motor-2/50/loose foot pump/Electric_Motor-2_50_time-loose foot pump-ch6.csv,data/raw/nln_emp/Dataset/Electric/Motor-2/50/loose foot pump/Electric_Motor-2_50_time-loose foot pump-ch6.csv,csv,29852016,5d6a53c45ac95fd79eb8682f93350d759897e50affe58bde05052da706423328,current,motor_2_50_loose_foot_pump,nln_emp_electric_branch;channel_file
nln_emp,Electric_Motor-2_50_time-new motor-ch1.csv,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/nln_emp/Dataset/Electric/Motor-2/50/new motor/Electric_Motor-2_50_time-new motor-ch1.csv,data/raw/nln_emp/Dataset/Electric/Motor-2/50/new motor/Electric_Motor-2_50_time-new motor-ch1.csv,csv,30451964,da8a1b7942f0c04e1597d7a56d64e335ea791c25bc7964b5e169323501cd5f4e,current,motor_2_50_new_motor,nln_emp_electric_branch;channel_file
nln_emp,Electric_Motor-2_50_time-new motor-ch2.csv,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/nln_emp/Dataset/Electric/Motor-2/50/new motor/Electric_Motor-2_50_time-new motor-ch2.csv,data/raw/nln_emp/Dataset/Electric/Motor-2/50/new motor/Electric_Motor-2_50_time-new motor-ch2.csv,csv,30468234,816d4156d3008155356a2a35e52c28a36cbb0132380a601f4bea76a3bf7b1ed9,current,motor_2_50_new_motor,nln_emp_electric_branch;channel_file
nln_emp,Electric_Motor-2_50_time-new motor-ch3.csv,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/nln_emp/Dataset/Electric/Motor-2/50/new motor/Electric_Motor-2_50_time-new motor-ch3.csv,data/raw/nln_emp/Dataset/Electric/Motor-2/50/new motor/Electric_Motor-2_50_time-new motor-ch3.csv,csv,30450213,552b8469d10137124a63eafe0682eec5e3138ba6e921ab2edfe9a421a72dbaaa,current,motor_2_50_new_motor,nln_emp_electric_branch;channel_file
nln_emp,Electric_Motor-2_50_time-new motor-ch4.csv,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/nln_emp/Dataset/Electric/Motor-2/50/new motor/Electric_Motor-2_50_time-new motor-ch4.csv,data/raw/nln_emp/Dataset/Electric/Motor-2/50/new motor/Electric_Motor-2_50_time-new motor-ch4.csv,csv,29844041,32776b3f54d61d56778041c8d63cec6ad832e59f1d3c62044ffae79b2612361b,current,motor_2_50_new_motor,nln_emp_electric_branch;channel_file
nln_emp,Electric_Motor-2_50_time-new motor-ch5.csv,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/nln_emp/Dataset/Electric/Motor-2/50/new motor/Electric_Motor-2_50_time-new motor-ch5.csv,data/raw/nln_emp/Dataset/Electric/Motor-2/50/new motor/Electric_Motor-2_50_time-new motor-ch5.csv,csv,29847078,1cbd8fec4c40e547d6164917089fa80dcf631eb3bbc3ea954e22491b62195a35,current,motor_2_50_new_motor,nln_emp_electric_branch;channel_file
nln_emp,Electric_Motor-2_50_time-new motor-ch6.csv,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/nln_emp/Dataset/Electric/Motor-2/50/new motor/Electric_Motor-2_50_time-new motor-ch6.csv,data/raw/nln_emp/Dataset/Electric/Motor-2/50/new motor/Electric_Motor-2_50_time-new motor-ch6.csv,csv,29850980,6cfbb4961c2913e4dfbd00f87cd49f1b0cc19bcffa13aeaf59866091cd71c9b8,current,motor_2_50_new_motor,nln_emp_electric_branch;channel_file
nln_emp,Electric_Motor-2_50_time-soft foot 1-ch1.csv,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/nln_emp/Dataset/Electric/Motor-2/50/soft foot 1/Electric_Motor-2_50_time-soft foot 1-ch1.csv,data/raw/nln_emp/Dataset/Electric/Motor-2/50/soft foot 1/Electric_Motor-2_50_time-soft foot 1-ch1.csv,csv,30456746,bfa55c1cc99509f353e74d0f28495f565814089f8cf89cbcd96351d2e0211811,current,motor_2_50_soft_foot_1,nln_emp_electric_branch;channel_file
nln_emp,Electric_Motor-2_50_time-soft foot 1-ch2.csv,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/nln_emp/Dataset/Electric/Motor-2/50/soft foot 1/Electric_Motor-2_50_time-soft foot 1-ch2.csv,data/raw/nln_emp/Dataset/Electric/Motor-2/50/soft foot 1/Electric_Motor-2_50_time-soft foot 1-ch2.csv,csv,30471480,d430d22935d43f874763dcb0a3250fa1dba4213832dcbd42dd35a66937104d74,current,motor_2_50_soft_foot_1,nln_emp_electric_branch;channel_file
nln_emp,Electric_Motor-2_50_time-soft foot 1-ch3.csv,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/nln_emp/Dataset/Electric/Motor-2/50/soft foot 1/Electric_Motor-2_50_time-soft foot 1-ch3.csv,data/raw/nln_emp/Dataset/Electric/Motor-2/50/soft foot 1/Electric_Motor-2_50_time-soft foot 1-ch3.csv,csv,30455030,2f243f687e0fa46d059a15c0a0af6951d4423b45eba4ecc2e36cd5cb66ae167b,current,motor_2_50_soft_foot_1,nln_emp_electric_branch;channel_file
nln_emp,Electric_Motor-2_50_time-soft foot 1-ch4.csv,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/nln_emp/Dataset/Electric/Motor-2/50/soft foot 1/Electric_Motor-2_50_time-soft foot 1-ch4.csv,data/raw/nln_emp/Dataset/Electric/Motor-2/50/soft foot 1/Electric_Motor-2_50_time-soft foot 1-ch4.csv,csv,29845225,e21efca22275d66563bd59693e491e20fb831dfa5b01c3addee133325c7a019f,current,motor_2_50_soft_foot_1,nln_emp_electric_branch;channel_file
nln_emp,Electric_Motor-2_50_time-soft foot 1-ch5.csv,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/nln_emp/Dataset/Electric/Motor-2/50/soft foot 1/Electric_Motor-2_50_time-soft foot 1-ch5.csv,data/raw/nln_emp/Dataset/Electric/Motor-2/50/soft foot 1/Electric_Motor-2_50_time-soft foot 1-ch5.csv,csv,29847255,a7a8af6fafaafdd202117f15a98e8f776173f1866c207168298b1f6a2a5da228,current,motor_2_50_soft_foot_1,nln_emp_electric_branch;channel_file
nln_emp,Electric_Motor-2_50_time-soft foot 1-ch6.csv,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/nln_emp/Dataset/Electric/Motor-2/50/soft foot 1/Electric_Motor-2_50_time-soft foot 1-ch6.csv,data/raw/nln_emp/Dataset/Electric/Motor-2/50/soft foot 1/Electric_Motor-2_50_time-soft foot 1-ch6.csv,csv,29849794,6777f269410f7fa6983c142537efd82e60da6d4b12abf4da152be0d4e683efd6,current,motor_2_50_soft_foot_1,nln_emp_electric_branch;channel_file
nln_emp,Electric_Motor-2_50_time-soft foot 2-ch1.csv,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/nln_emp/Dataset/Electric/Motor-2/50/soft foot 2/Electric_Motor-2_50_time-soft foot 2-ch1.csv,data/raw/nln_emp/Dataset/Electric/Motor-2/50/soft foot 2/Electric_Motor-2_50_time-soft foot 2-ch1.csv,csv,30450541,17feb28546688bb294ce60d6ff7d5891d72bb25ca751991edca5618e89799900,current,motor_2_50_soft_foot_2,nln_emp_electric_branch;channel_file
nln_emp,Electric_Motor-2_50_time-soft foot 2-ch2.csv,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/nln_emp/Dataset/Electric/Motor-2/50/soft foot 2/Electric_Motor-2_50_time-soft foot 2-ch2.csv,data/raw/nln_emp/Dataset/Electric/Motor-2/50/soft foot 2/Electric_Motor-2_50_time-soft foot 2-ch2.csv,csv,30462996,257a68b40ab6324902fbe7571ab3594fea73ad3031401b1172faf706a826ddfb,current,motor_2_50_soft_foot_2,nln_emp_electric_branch;channel_file
nln_emp,Electric_Motor-2_50_time-soft foot 2-ch3.csv,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/nln_emp/Dataset/Electric/Motor-2/50/soft foot 2/Electric_Motor-2_50_time-soft foot 2-ch3.csv,data/raw/nln_emp/Dataset/Electric/Motor-2/50/soft foot 2/Electric_Motor-2_50_time-soft foot 2-ch3.csv,csv,30448688,fd6a75770fb2f5831d989e735434805f4dd62b1a91a51974b6d0548421ed03e1,current,motor_2_50_soft_foot_2,nln_emp_electric_branch;channel_file
nln_emp,Electric_Motor-2_50_time-soft foot 2-ch4.csv,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/nln_emp/Dataset/Electric/Motor-2/50/soft foot 2/Electric_Motor-2_50_time-soft foot 2-ch4.csv,data/raw/nln_emp/Dataset/Electric/Motor-2/50/soft foot 2/Electric_Motor-2_50_time-soft foot 2-ch4.csv,csv,29848104,c18bf1068fec0331092402f9823b8006cb9c5cc24815c7e591e5f0ec140a15d5,current,motor_2_50_soft_foot_2,nln_emp_electric_branch;channel_file
nln_emp,Electric_Motor-2_50_time-soft foot 2-ch5.csv,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/nln_emp/Dataset/Electric/Motor-2/50/soft foot 2/Electric_Motor-2_50_time-soft foot 2-ch5.csv,data/raw/nln_emp/Dataset/Electric/Motor-2/50/soft foot 2/Electric_Motor-2_50_time-soft foot 2-ch5.csv,csv,29848840,fa7e329788fb8582150f0c052e5f029186ad4d103e6a15c88c3ff9573b21a5bc,current,motor_2_50_soft_foot_2,nln_emp_electric_branch;channel_file
nln_emp,Electric_Motor-2_50_time-soft foot 2-ch6.csv,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/nln_emp/Dataset/Electric/Motor-2/50/soft foot 2/Electric_Motor-2_50_time-soft foot 2-ch6.csv,data/raw/nln_emp/Dataset/Electric/Motor-2/50/soft foot 2/Electric_Motor-2_50_time-soft foot 2-ch6.csv,csv,29851990,5d94043d4a31338eeaa5faceba74c91b66a4af928600d9e8ce33b0a3a4595937,current,motor_2_50_soft_foot_2,nln_emp_electric_branch;channel_file
nln_emp,Electric_Motor-2_50_time-stator short 1-ch1.csv,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/nln_emp/Dataset/Electric/Motor-2/50/stator short 1/Electric_Motor-2_50_time-stator short 1-ch1.csv,data/raw/nln_emp/Dataset/Electric/Motor-2/50/stator short 1/Electric_Motor-2_50_time-stator short 1-ch1.csv,csv,30453915,ad3d5d0b30fcb2b7ee0908a1f25506237bcb19b162489197d9619afcd88ab8b7,current,motor_2_50_stator_short_1,nln_emp_electric_branch;channel_file
nln_emp,Electric_Motor-2_50_time-stator short 1-ch2.csv,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/nln_emp/Dataset/Electric/Motor-2/50/stator short 1/Electric_Motor-2_50_time-stator short 1-ch2.csv,data/raw/nln_emp/Dataset/Electric/Motor-2/50/stator short 1/Electric_Motor-2_50_time-stator short 1-ch2.csv,csv,30466196,b95c9b9b6cc3d32a705343c7063a4819b2eb01e70cd5682f2866070b2fb597f1,current,motor_2_50_stator_short_1,nln_emp_electric_branch;channel_file
nln_emp,Electric_Motor-2_50_time-stator short 1-ch3.csv,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/nln_emp/Dataset/Electric/Motor-2/50/stator short 1/Electric_Motor-2_50_time-stator short 1-ch3.csv,data/raw/nln_emp/Dataset/Electric/Motor-2/50/stator short 1/Electric_Motor-2_50_time-stator short 1-ch3.csv,csv,30451525,caf00c997f0148fdb998e43b8fbbfeaccae21b1bf7e055de01da443b0acdc628,current,motor_2_50_stator_short_1,nln_emp_electric_branch;channel_file
nln_emp,Electric_Motor-2_50_time-stator short 1-ch4.csv,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/nln_emp/Dataset/Electric/Motor-2/50/stator short 1/Electric_Motor-2_50_time-stator short 1-ch4.csv,data/raw/nln_emp/Dataset/Electric/Motor-2/50/stator short 1/Electric_Motor-2_50_time-stator short 1-ch4.csv,csv,29844303,35bbfbd046566354089a0f329ff6e0366ccac88cda4632813115b01a21c609cb,current,motor_2_50_stator_short_1,nln_emp_electric_branch;channel_file
nln_emp,Electric_Motor-2_50_time-stator short 1-ch5.csv,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/nln_emp/Dataset/Electric/Motor-2/50/stator short 1/Electric_Motor-2_50_time-stator short 1-ch5.csv,data/raw/nln_emp/Dataset/Electric/Motor-2/50/stator short 1/Electric_Motor-2_50_time-stator short 1-ch5.csv,csv,29848871,e95140934931fa494a019260d182272fc27888f6b5c2b26c7e55421775644c5d,current,motor_2_50_stator_short_1,nln_emp_electric_branch;channel_file
nln_emp,Electric_Motor-2_50_time-stator short 1-ch6.csv,/home/Aria/data/multimodal-motor-fault-fusion/data/raw/nln_emp/Dataset/Electric/Motor-2/50/stator short 1/Electric_Motor-2_50_time-stator short 1-ch6.csv,data/raw/nln_emp/Dataset/Electric/Motor-2/50/stator short 1/Electric_Motor-2_50_time-stator short 1-ch6.csv,csv,29854305,009f15276f309f13da7315d3ca915fd86c0e7c9efba40613d4fd2d6ed91d0dad,current,motor_2_50_stator_short_1,nln_emp_electric_branch;channel_file
